"ENTITY_CD","OVERALL_STATUS"
"511101060005","Good Standing"
"511101060006","Good Standing"
"511101060008","Good Standing"
"511201040000","Good Standing"
"511201040001","Good Standing"
"511301040000","Target District"
"511301040002","Good Standing"
"511602040000","Good Standing"
"511602040002","Good Standing"
"511901040000","Target District"
"511901040001","Good Standing"
"511901040004","Targeted Support and Improvement"
"512001060000","Target District"
"512001060001","Good Standing"
"512001060004","Good Standing"
"512001060005","Good Standing"
"512001060008","Good Standing"
"512001060009","Good Standing"
"512101040000","Good Standing"
"512101040001","Good Standing"
"512201040000","Good Standing"
"512201040001","Good Standing"
"512201040002","Good Standing"
"512201040003","Good Standing"
"512300010000","Target District"
"512300010002","Good Standing"
"512300010004","Good Standing"
"512300010009","Comprehensive Support and Improvement"
"512404040000","Good Standing"
"512404040001","Good Standing"
"512501040000","Good Standing"
"512501040002","Good Standing"
"512501040004","Good Standing"
"512902060000","Good Standing"
"512902060002","Good Standing"
"512902060003","Good Standing"
"512902060004","Good Standing"
"513102040000","Good Standing"
"513102040001","Good Standing"
"513102040002","Good Standing"
"520101060000","Good Standing"
"520101060001","Good Standing"
"520101060002","Good Standing"
"520101060004","Good Standing"
"520101060005","Good Standing"
"520101060006","Good Standing"
"520302060000","Good Standing"
"520302060001","Good Standing"
"520302060002","Good Standing"
"520302060003","Good Standing"
"520302060004","Good Standing"
"520302060005","Good Standing"
"520302060006","Good Standing"
"520302060007","Good Standing"
"520302060008","Good Standing"
"520302060009","Good Standing"
"520302060010","Good Standing"
"520302060011","Good Standing"
"520302060013","Good Standing"
"520401040000","Good Standing"
"520401040007","Good Standing"
"520401040008","Good Standing"
"520401040009","Good Standing"
"520601080000","Good Standing"
"520601080001","Good Standing"
"520701040000","Good Standing"
"520701040001","Good Standing"
"520701040002","Good Standing"
"521200050000","Good Standing"
"521200050001","Good Standing"
"521200050003","Good Standing"
"521301060000","Good Standing"
"521301060001","Good Standing"
"521301060002","Good Standing"
"521301060003","Good Standing"
"521301060005","Good Standing"
"521301060006","Good Standing"
"521301060008","Good Standing"
"521401040000","Good Standing"
"521401040002","Good Standing"
"521401040003","Good Standing"
"521401040007","Good Standing"
"521401040008","Good Standing"
"521401040009","Good Standing"
"521401040010","Good Standing"
"521701040000","Good Standing"
"521701040002","Good Standing"
"521701040003","Good Standing"
"521701040005","Good Standing"
"521800010000","Good Standing"
"521800010006","Good Standing"
"521800010007","Good Standing"
"521800010008","Good Standing"
"521800010009","Good Standing"
"521800010010","Good Standing"
"521800010012","Good Standing"
"521800010014","Good Standing"
"521800010015","Good Standing"
"522001040000","Good Standing"
"522001040002","Good Standing"
"522001040003","Good Standing"
"522101030000","Good Standing"
"522101030004","Good Standing"
"522101030005","Good Standing"
"530101040000","Good Standing"
"530101040001","Good Standing"
"530101040002","Good Standing"
"530202060000","Target District"
"530202060001","Good Standing"
"530202060002","Good Standing"
"530202060003","Good Standing"
"530202060005","Good Standing"
"530202060006","Good Standing"
"530202060007","Targeted Support and Improvement"
"530301060000","Good Standing"
"530301060001","Good Standing"
"530301060002","Good Standing"
"530301060003","Good Standing"
"530301060004","Good Standing"
"530301060005","Good Standing"
"530301060006","Good Standing"
"530301060007","Good Standing"
"530301060008","Good Standing"
"530501060000","Good Standing"
"530501060003","Good Standing"
"530501060004","Good Standing"
"530501060006","Good Standing"
"530515060000","Target District"
"530515060001","Good Standing"
"530515060003","Comprehensive Support and Improvement"
"530515060004","Good Standing"
"530515060005","Good Standing"
"530600010000","Target District"
"530600010008","Comprehensive Support and Improvement"
"530600010009","Good Standing"
"530600010010","Good Standing"
"530600010011","Comprehensive Support and Improvement"
"530600010013","Comprehensive Support and Improvement"
"530600010014","Comprehensive Support and Improvement"
"530600010017","Comprehensive Support and Improvement"
"530600010018","Good Standing"
"530600010024","Targeted Support and Improvement"
"530600010025","Targeted Support and Improvement"
"530600010026","Targeted Support and Improvement"
"530600010029","Good Standing"
"530600010030","Comprehensive Support and Improvement"
"530600010034","Good Standing"
"530600010035","Good Standing"
"540801040000","Target District"
"540801040001","Comprehensive Support and Improvement"
"540901040000","Target District"
"540901040001","Targeted Support and Improvement"
"541001040000","Good Standing"
"541001040001","Good Standing"
"541001040002","Good Standing"
"541102060000","Good Standing"
"541102060001","Good Standing"
"541102060002","Good Standing"
"541102060004","Good Standing"
"541102060005","Good Standing"
"541201040000","Good Standing"
"541201040002","Good Standing"
"541201040003","Good Standing"
"541401040000","Good Standing"
"541401040001","Good Standing"
"550101040000","Target District"
"550101040001","Good Standing"
"550101040002","Good Standing"
"550101040003","Comprehensive Support and Improvement"
"550301060000","Good Standing"
"550301060002","Good Standing"
"550301060004","Good Standing"
"560501040000","Good Standing"
"560501040003","Good Standing"
"560501040004","Good Standing"
"560603040000","Good Standing"
"560603040001","Good Standing"
"560701060000","Good Standing"
"560701060001","Good Standing"
"560701060003","Good Standing"
"560701060004","Good Standing"
"560701060005","Good Standing"
"561006060001","Good Standing"
"561006060002","Good Standing"
"561006060003","Good Standing"
"561006060004","Good Standing"
"570101040000","Good Standing"
"570101040001","Good Standing"
"570101040002","Good Standing"
"570201040000","Good Standing"
"570201040002","Good Standing"
"570302060000","Good Standing"
"570302060001","Good Standing"
"570302060003","Good Standing"
"570302060004","Good Standing"
"570401040000","Good Standing"
"570401040001","Good Standing"
"570603040000","Good Standing"
"570603040001","Good Standing"
"570603040002","Good Standing"
"571000010000","Target District"
"571000010003","Good Standing"
"571000010005","Good Standing"
"571000010007","Good Standing"
"571000010008","Good Standing"
"571000010012","Good Standing"
"571000010013","Good Standing"
"571000010017","Good Standing"
"571000010019","Good Standing"
"571000010020","Targeted Support and Improvement"
"571502060000","Good Standing"
"571502060001","Good Standing"
"571502060002","Good Standing"
"571800010000","Good Standing"
"571800010001","Good Standing"
"571800010002","Good Standing"
"571800010006","Good Standing"
"571800010007","Good Standing"
"571901040000","Good Standing"
"571901040004","Good Standing"
"572301040000","Good Standing"
"572301040001","Good Standing"
"572702040000","Target District"
"572702040001","Good Standing"
"572702040002","Comprehensive Support and Improvement"
"572901040000","Good Standing"
"572901040002","Good Standing"
"572901040004","Good Standing"
"573002040000","Good Standing"
"573002040001","Good Standing"
"573002040002","Good Standing"
"573002040003","Good Standing"
"573002040004","Good Standing"
"580101030000","Target District"
"580101030001","Good Standing"
"580101030002","Good Standing"
"580101030003","Good Standing"
"580102030000","Target District"
"580102030001","Good Standing"
"580102030002","Good Standing"
"580102030004","Targeted Support and Improvement"
"580102030006","Good Standing"
"580102030007","Good Standing"
"580102030008","Good Standing"
"580103030000","Target District"
"580103030001","Good Standing"
"580103030002","Targeted Support and Improvement"
"580103030003","Good Standing"
"580103030006","Good Standing"
"580103030008","Good Standing"
"580103030009","Good Standing"
"580103030010","Good Standing"
"580104030000","Target District"
"580104030001","Targeted Support and Improvement"
"580104030002","Good Standing"
"580104030003","Good Standing"
"580104030005","Good Standing"
"580104030008","Good Standing"
"580104030009","Good Standing"
"580104030010","Good Standing"
"580104030011","Good Standing"
"580105030000","Good Standing"
"580105030001","Good Standing"
"580105030002","Good Standing"
"580105030004","Good Standing"
"580105030005","Good Standing"
"580105030006","Good Standing"
"580105030007","Good Standing"
"580106030000","Target District"
"580106030001","Good Standing"
"580106030002","Targeted Support and Improvement"
"580106030004","Comprehensive Support and Improvement"
"580106030005","Good Standing"
"580107030000","Good Standing"
"580107030001","Good Standing"
"580107030004","Good Standing"
"580107030007","Good Standing"
"580107030008","Good Standing"
"580107030009","Good Standing"
"580109020000","Target District"
"580109020001","Good Standing"
"580109020003","Targeted Support and Improvement"
"580109020004","Targeted Support and Improvement"
"580109020006","Good Standing"
"580201060003","Good Standing"
"580201060005","Good Standing"
"580201060006","Good Standing"
"580201060007","Good Standing"
"580201060008","Good Standing"
"580201060009","Good Standing"
"580203020001","Good Standing"
"580203020002","Good Standing"
"580203020004","Good Standing"
"580203020005","Good Standing"
"580203020008","Good Standing"
"580205060000","Target District"
"580205060002","Good Standing"
"580205060003","Good Standing"
"580205060004","Good Standing"
"580205060005","Good Standing"
"580205060006","Comprehensive Support and Improvement"
"580205060007","Good Standing"
"580205060011","Targeted Support and Improvement"
"580205060012","Good Standing"
"580205060013","Comprehensive Support and Improvement"
"580205060014","Targeted Support and Improvement"
"580205060015","Good Standing"
"580205060018","Good Standing"
"580205060019","Good Standing"
"580205060020","Good Standing"
"580205060022","Good Standing"
"580206020000","Good Standing"
"580206020002","Good Standing"
"580206020003","Good Standing"
"580206020004","Good Standing"
"580207020000","Good Standing"
"580207020001","Good Standing"
"580207020002","Good Standing"
"580207020003","Good Standing"
"580208020000","Good Standing"
"580208020001","Good Standing"
"580208020002","Good Standing"
"580208020003","Good Standing"
"580208020004","Good Standing"
"580209020000","Good Standing"
"580209020001","Good Standing"
"580209020002","Good Standing"
"580209020003","Good Standing"
"580209020004","Good Standing"
"580211060000","Target District"
"580211060002","Good Standing"
"580211060003","Good Standing"
"580211060004","Good Standing"
"580211060005","Targeted Support and Improvement"
"580211060006","Good Standing"
"580211060007","Good Standing"
"580211060009","Good Standing"
"580211060010","Good Standing"
"580211060011","Good Standing"
"580211060014","Comprehensive Support and Improvement"
"580211060015","Good Standing"
"580211060016","Good Standing"
"580211060017","Targeted Support and Improvement"
"580211060018","Good Standing"
"580212060000","Target District"
"580212060001","Good Standing"
"580212060002","Good Standing"
"580212060003","Good Standing"
"580212060004","Good Standing"
"580212060005","Good Standing"
"580212060007","Comprehensive Support and Improvement"
"580224030000","Target District"
"580224030001","Targeted Support and Improvement"
"580224030002","Comprehensive Support and Improvement"
"580224030003","Comprehensive Support and Improvement"
"580224030004","Comprehensive Support and Improvement"
"580224030005","Good Standing"
"580224030007","Targeted Support and Improvement"
"580224030008","Good Standing"
"580224030009","Comprehensive Support and Improvement"
"580224030010","Comprehensive Support and Improvement"
"580224030011","Targeted Support and Improvement"
"580232030000","Target District"
"580232030002","Good Standing"
"580232030004","Good Standing"
"580232030005","Good Standing"
"580232030006","Good Standing"
"580232030008","Good Standing"
"580232030010","Good Standing"
"580232030011","Good Standing"
"580232030012","Good Standing"
"580232030014","Good Standing"
"580233020000","Target District"
"580233020001","Good Standing"
"580233020002","Targeted Support and Improvement"
"580234020000","Good Standing"
"580234020001","Good Standing"
"580234020002","Good Standing"
"580235060000","Target District"
"580235060002","Good Standing"
"580235060003","Comprehensive Support and Improvement"
"580235060004","Comprehensive Support and Improvement"
"580235060005","Good Standing"
"580235060006","Good Standing"
"580235060007","Targeted Support and Improvement"
"580301020000","Good Standing"
"580301020001","Good Standing"
"580301020002","Good Standing"
"580301020003","Good Standing"
"580302080000","Good Standing"
"580302080001","Good Standing"
"580303020000","Good Standing"
"580303020001","Good Standing"
"580304020000","Good Standing"
"580304020001","Good Standing"
"580305020000","Good Standing"
"580305020001","Good Standing"
"580305020004","Good Standing"
"580306020000","Good Standing"
"580306020001","Good Standing"
"580401020000","Good Standing"
"580401020001","Good Standing"
"580401020003","Good Standing"
"580401020004","Good Standing"
"580401020005","Good Standing"
"580402060000","Good Standing"
"580402060002","Good Standing"
"580402060003","Good Standing"
"580402060004","Good Standing"
"580402060005","Good Standing"
"580403030000","Target District"
"580403030002","Good Standing"
"580403030004","Good Standing"
"580403030005","Good Standing"
"580403030009","Good Standing"
"580403030010","Good Standing"
"580403030013","Good Standing"
"580403030014","Targeted Support and Improvement"
"580403030017","Good Standing"
"580404030004","Good Standing"
"580404030005","Good Standing"
"580404030006","Good Standing"
"580404030007","Good Standing"
"580404030008","Good Standing"
"580404030009","Good Standing"
"580405060000","Good Standing"
"580405060001","Good Standing"
"580405060003","Good Standing"
"580405060008","Good Standing"
"580405060010","Good Standing"
"580405060011","Good Standing"
"580405060012","Good Standing"
"580405060013","Good Standing"
"580405060014","Good Standing"
"580405060016","Good Standing"
"580406060000","Good Standing"
"580406060001","Good Standing"
"580406060005","Good Standing"
"580406060007","Good Standing"
"580406060009","Good Standing"
"580410030000","Good Standing"
"580410030005","Good Standing"
"580410030008","Good Standing"
"580410030014","Good Standing"
"580410030017","Good Standing"
"580410030018","Good Standing"
"580410030019","Good Standing"
"580410030020","Good Standing"
"580410030021","Good Standing"
"580413030000","Target District"
"580413030003","Good Standing"
"580413030005","Good Standing"
"580413030008","Good Standing"
"580413030009","Targeted Support and Improvement"
"580413030011","Good Standing"
"580413030012","Good Standing"
"580413030013","Good Standing"
"580501030000","Good Standing"
"580501030001","Good Standing"
"580501030002","Good Standing"
"580501030003","Good Standing"
"580501030004","Good Standing"
"580501030005","Good Standing"
"580501030006","Good Standing"
"580501030007","Good Standing"
"580502020000","Target District"
"580502020001","Good Standing"
"580502020002","Targeted Support and Improvement"
"580502020004","Good Standing"
"580502020005","Targeted Support and Improvement"
"580502020006","Good Standing"
"580503030000","Target District"
"580503030001","Good Standing"
"580503030003","Good Standing"
"580503030004","Good Standing"
"580503030006","Good Standing"
"580503030007","Good Standing"
"580503030008","Targeted Support and Improvement"
"580504030000","Good Standing"
"580504030001","Good Standing"
"580504030003","Good Standing"
"580504030004","Good Standing"
"580504030005","Good Standing"
"580504030006","Good Standing"
"580505020004","Good Standing"
"580505020005","Good Standing"
"580505020006","Good Standing"
"580506030003","Good Standing"
"580506030004","Good Standing"
"580506030005","Good Standing"
"580506030007","Good Standing"
"580507060003","Good Standing"
"580507060004","Good Standing"
"580507060005","Good Standing"
"580507060006","Good Standing"
"580507060008","Good Standing"
"580507060009","Good Standing"
"580507060010","Good Standing"
"580507060011","Good Standing"
"580509030000","Good Standing"
"580509030001","Good Standing"
"580509030004","Good Standing"
"580509030005","Good Standing"
"580509030007","Good Standing"
"580509030010","Good Standing"
"580509030011","Good Standing"
"580509030012","Good Standing"
"580512030000","Target District"
"580512030001","Comprehensive Support and Improvement"
"580512030002","Good Standing"
"580512030003","Targeted Support and Improvement"
"580512030004","Good Standing"
"580512030005","Good Standing"
"580512030006","Good Standing"
"580512030007","Good Standing"
"580512030009","Good Standing"
"580512030010","Good Standing"
"580512030012","Good Standing"
"580512030013","Good Standing"
"580512030015","Good Standing"
"580512030016","Comprehensive Support and Improvement"
"580512030018","Good Standing"
"580512030020","Comprehensive Support and Improvement"
"580512030021","Comprehensive Support and Improvement"
"580512030026","Good Standing"
"580513030000","Target District"
"580513030001","Targeted Support and Improvement"
"580513030002","Good Standing"
"580513030003","Good Standing"
"580513030005","Good Standing"
"580513030006","Good Standing"
"580513030007","Good Standing"
"580513030008","Comprehensive Support and Improvement"
"580513030009","Good Standing"
"580514020000","Good Standing"
"580514020001","Good Standing"
"580601040000","Good Standing"
"580601040002","Good Standing"
"580601040003","Good Standing"
"580601040004","Good Standing"
"580601040005","Good Standing"
"580602040000","Target District"
"580602040002","Comprehensive Support and Improvement"
"580602040003","Good Standing"
"580602040004","Good Standing"
"580602040006","Comprehensive Support and Improvement"
"580602040007","Good Standing"
"580602040008","Good Standing"
"580602040009","Targeted Support and Improvement"
"580602860032","Good Standing"
"580603020000","Good Standing"
"580603020001","Good Standing"
"580701020000","Target District"
"580701020001","Good Standing"
"580801060000","Target District"
"580801060001","Good Standing"
"580801060004","Good Standing"
"580801060005","Good Standing"
"580801060007","Good Standing"
"580801060008","Good Standing"
"580801060013","Good Standing"
"580801060014","Good Standing"
"580801060016","Good Standing"
"580801060018","Good Standing"
"580801060019","Targeted Support and Improvement"
"580801060022","Good Standing"
"580801060024","Good Standing"
"580805060000","Good Standing"
"580805060001","Good Standing"
"580805060004","Good Standing"
"580805060005","Good Standing"
"580805060006","Good Standing"
"580805060007","Good Standing"
"580901020000","Good Standing"
"580901020001","Good Standing"
"580902020000","Good Standing"
"580902020001","Good Standing"
"580902020002","Good Standing"
"580902020004","Good Standing"
"580903020000","Good Standing"
"580903020001","Good Standing"
"580905020000","Good Standing"
"580905020001","Good Standing"
"580905020002","Good Standing"
"580905020004","Good Standing"
"580906030000","Target District"
"580906030001","Good Standing"
"580906030002","Targeted Support and Improvement"
"580906030003","Good Standing"
"580909020000","Target District"
"580909020001","Good Standing"
"580910080000","Good Standing"
"580910080001","Good Standing"
"580912060000","Target District"
"580912060002","Good Standing"
"580912060003","Good Standing"
"580912060004","Good Standing"
"580912060005","Good Standing"
"580913080000","Good Standing"
"580913080001","Good Standing"
"580917020000","Good Standing"
"580917020001","Good Standing"
"581002020000","Good Standing"
"581002020001","Good Standing"
"581004020000","Good Standing"
"581004020001","Good Standing"
"581005020000","Target District"
"581005020002","Targeted Support and Improvement"
"581005020003","Good Standing"
"581010020000","Target District"
"581010020001","Comprehensive Support and Improvement"
"581010020002","Comprehensive Support and Improvement"
"581012020000","Good Standing"
"581012020001","Good Standing"
"581012020002","Good Standing"
"581015080000","Good Standing"
"581015080001","Good Standing"
"590501060000","Target District"
"590501060002","Comprehensive Support and Improvement"
"590501060003","Good Standing"
"590801040000","Target District"
"590801040001","Targeted Support and Improvement"
"590801040002","Good Standing"
"590901060000","Target District"
"590901060005","Good Standing"
"590901060006","Targeted Support and Improvement"
"590901060008","Good Standing"
"591201040000","Good Standing"
"591201040002","Good Standing"
"591201040003","Good Standing"
"591301040000","Target District"
"591301040001","Good Standing"
"591302040000","Target District"
"591302040003","Good Standing"
"591302040004","Good Standing"
"591401060000","Target District"
"591401060002","Good Standing"
"591401060003","Good Standing"
"591401060004","Good Standing"
"591401060005","Good Standing"
"591401060006","Targeted Support and Improvement"
"591502040000","Good Standing"
"591502040003","Good Standing"
"591502040004","Good Standing"
"600101060000","Target District"
"600101060002","Good Standing"
"600101060004","Good Standing"
"600101060005","Comprehensive Support and Improvement"
"600101060006","Good Standing"
"600301040000","Good Standing"
"600301040002","Good Standing"
"600301040003","Good Standing"
"600402040000","Good Standing"
"600402040001","Good Standing"
"600402040003","Good Standing"
"600402040004","Good Standing"
"600601060000","Good Standing"
"600601060001","Good Standing"
"600601060002","Good Standing"
"600601060006","Good Standing"
"600601060007","Good Standing"
"600801040000","Good Standing"
"600801040001","Good Standing"
"600801040002","Good Standing"
"600801040003","Good Standing"
"600903040000","Good Standing"
"600903040001","Good Standing"
"600903040003","Good Standing"
"600903040004","Good Standing"
"610301060000","Target District"
"610301060001","Good Standing"
"610301060003","Good Standing"
"610301060006","Good Standing"
"610301060007","Good Standing"
"610301060008","Good Standing"
"610327020000","Good Standing"
"610327020002","Good Standing"
"610501040000","Target District"
"610501040001","Comprehensive Support and Improvement"
"610501040002","Good Standing"
"610600010001","Good Standing"
"610600010002","Good Standing"
"610600010003","Good Standing"
"610600010004","Good Standing"
"610600010007","Good Standing"
"610600010008","Good Standing"
"610600010011","Good Standing"
"610600010012","Good Standing"
"610600010014","Good Standing"
"610600010015","Good Standing"
"610600010017","Good Standing"
"610600010019","Good Standing"
"610600860944","Good Standing"
"610801040000","Good Standing"
"610801040001","Good Standing"
"610801040002","Good Standing"
"610801040003","Good Standing"
"610901040000","Good Standing"
"610901040002","Good Standing"
"610901040003","Good Standing"
"610901040004","Good Standing"
"611001040000","Good Standing"
"611001040001","Good Standing"
"611001040002","Good Standing"
"611001040003","Good Standing"
"620600010000","Target District"
"620600010011","Targeted Support and Improvement"
"620600010012","Targeted Support and Improvement"
"620600010013","Good Standing"
"620600010014","Comprehensive Support and Improvement"
"620600010015","Targeted Support and Improvement"
"620600010017","Good Standing"
"620600010020","Targeted Support and Improvement"
"620600010022","Good Standing"
"620600010024","Good Standing"
"620600010025","Comprehensive Support and Improvement"
"620803040000","Target District"
"620803040001","Targeted Support and Improvement"
"620803040002","Good Standing"
"620803040003","Targeted Support and Improvement"
"620901060000","Target District"
"620901060001","Good Standing"
"620901060002","Good Standing"
"620901060003","Good Standing"
"620901060008","Good Standing"
"620901060009","Targeted Support and Improvement"
"621001060000","Good Standing"
"621001060004","Good Standing"
"621001060005","Good Standing"
"621001060006","Good Standing"
"621101060000","Good Standing"
"621101060001","Good Standing"
"621101060002","Good Standing"
"621101060004","Good Standing"
"621101060005","Good Standing"
"621201060000","Target District"
"621201060001","Good Standing"
"621201060002","Good Standing"
"621201060004","Good Standing"
"621201060005","Good Standing"
"621201060006","Targeted Support and Improvement"
"621601060000","Good Standing"
"621601060001","Good Standing"
"621601060002","Good Standing"
"621601060003","Good Standing"
"621601060004","Good Standing"
"621601060005","Good Standing"
"621601060007","Good Standing"
"621801060000","Target District"
"621801060001","Good Standing"
"621801060003","Targeted Support and Improvement"
"621801060004","Good Standing"
"621801060005","Good Standing"
"621801060006","Good Standing"
"622002060000","Target District"
"622002060002","Good Standing"
"622002060004","Good Standing"
"622002060005","Targeted Support and Improvement"
"630101040000","Good Standing"
"630101040001","Good Standing"
"630202040000","Good Standing"
"630202040001","Good Standing"
"630300010000","Good Standing"
"630300010001","Good Standing"
"630300010003","Good Standing"
"630300010004","Good Standing"
"630300010006","Good Standing"
"630300010007","Good Standing"
"630601040000","Good Standing"
"630601040001","Good Standing"
"630701040000","Good Standing"
"630701040002","Good Standing"
"630701040003","Good Standing"
"630801040000","Target District"
"630801040001","Comprehensive Support and Improvement"
"630801040003","Good Standing"
"630902030000","Target District"
"630902030001","Good Standing"
"630902030002","Good Standing"
"630902030003","Good Standing"
"630902030004","Good Standing"
"630918080000","Good Standing"
"630918080001","Good Standing"
"631201040000","Good Standing"
"631201040001","Good Standing"
"631201040002","Good Standing"
"640101040000","Good Standing"
"640101040001","Good Standing"
"640101040002","Good Standing"
"640502040000","Good Standing"
"640502040001","Good Standing"
"640502040002","Good Standing"
"640601020000","Target District"
"640601020001","Good Standing"
"640701040000","Good Standing"
"640701040002","Good Standing"
"640701040003","Good Standing"
"640701040004","Good Standing"
"640801040000","Good Standing"
"640801040002","Good Standing"
"640801040003","Good Standing"
"641001040000","Good Standing"
"641001040001","Good Standing"
"641001040002","Good Standing"
"641301060000","Target District"
"641301060001","Good Standing"
"641301060002","Good Standing"
"641301060003","Good Standing"
"641301060004","Good Standing"
"641301060005","Good Standing"
"641401040000","Good Standing"
"641401040001","Good Standing"
"641501040000","Good Standing"
"641501040001","Good Standing"
"641501040002","Good Standing"
"641610040000","Good Standing"
"641610040002","Good Standing"
"641610040003","Good Standing"
"641701060001","Good Standing"
"641701060002","Good Standing"
"650101060000","Target District"
"650101060001","Comprehensive Support and Improvement"
"650101060002","Comprehensive Support and Improvement"
"650101060003","Good Standing"
"650101060005","Comprehensive Support and Improvement"
"650101060006","Good Standing"
"650301040002","Good Standing"
"650301040003","Good Standing"
"650301040004","Good Standing"
"650501040000","Good Standing"
"650501040001","Good Standing"
"650501040002","Good Standing"
"650501040003","Good Standing"
"650701040000","Good Standing"
"650701040001","Good Standing"
"650701040002","Good Standing"
"650801060000","Good Standing"
"650801060001","Good Standing"
"650801060003","Good Standing"
"650801060004","Good Standing"
"650801060005","Good Standing"
"650901060000","Good Standing"
"650901060001","Good Standing"
"650901060002","Good Standing"
"650901060003","Good Standing"
"650901060004","Good Standing"
"650902040000","Target District"
"650902040001","Good Standing"
"650902040002","Good Standing"
"650902040003","Targeted Support and Improvement"
"651201060000","Target District"
"651201060001","Good Standing"
"651201060003","Comprehensive Support and Improvement"
"651201060004","Targeted Support and Improvement"
"651402040000","Good Standing"
"651402040001","Good Standing"
"651402040002","Good Standing"
"651402040003","Good Standing"
"651501060000","Good Standing"
"651501060002","Good Standing"
"651501060004","Good Standing"
"651501060005","Good Standing"
"651503040000","Good Standing"
"651503040002","Good Standing"
"651503040003","Good Standing"
"651503040004","Good Standing"
"660101030000","Good Standing"
"660101030001","Good Standing"
"660101030002","Good Standing"
"660101030004","Good Standing"
"660101030005","Good Standing"
"660101030006","Good Standing"
"660102060000","Target District"
"660102060001","Good Standing"
"660102060002","Good Standing"
"660102060003","Good Standing"
"660102060004","Targeted Support and Improvement"
"660102060005","Good Standing"
"660102060006","Good Standing"
"660102060007","Good Standing"
"660202030000","Good Standing"
"660202030001","Good Standing"
"660202030002","Good Standing"
"660202030003","Good Standing"
"660203060000","Target District"
"660203060002","Good Standing"
"660203060005","Good Standing"
"660203060006","Good Standing"
"660203060007","Good Standing"
"660203060008","Targeted Support and Improvement"
"660301030000","Good Standing"
"660301030001","Good Standing"
"660301030003","Good Standing"
"660301030004","Good Standing"
"660301030005","Good Standing"
"660301030006","Good Standing"
"660302030000","Good Standing"
"660302030001","Good Standing"
"660302030002","Good Standing"
"660302030003","Good Standing"
"660303030000","Good Standing"
"660303030002","Good Standing"
"660303030003","Good Standing"
"660303030004","Good Standing"
"660401030000","Good Standing"
"660401030001","Good Standing"
"660401030002","Good Standing"
"660401030003","Good Standing"
"660401030006","Good Standing"
"660401030007","Good Standing"
"660402020000","Good Standing"
"660402020001","Good Standing"
"660402020002","Good Standing"
"660402020003","Good Standing"
"660402020004","Good Standing"
"660403030000","Good Standing"
"660403030001","Good Standing"
"660403030002","Good Standing"
"660403030003","Good Standing"
"660404030001","Good Standing"
"660404030002","Good Standing"
"660404030003","Good Standing"
"660405030000","Good Standing"
"660405030001","Good Standing"
"660405030002","Good Standing"
"660405030003","Good Standing"
"660406030000","Good Standing"
"660406030001","Good Standing"
"660406030002","Good Standing"
"660406030003","Good Standing"
"660407060000","Target District"
"660407060001","Good Standing"
"660407060003","Good Standing"
"660407060004","Good Standing"
"660407060009","Good Standing"
"660409020000","Target District"
"660409020001","Good Standing"
"660409020002","Good Standing"
"660409020003","Comprehensive Support and Improvement"
"660410020000","Good Standing"
"660410020001","Good Standing"
"660410020002","Good Standing"
"660410020003","Good Standing"
"660411020000","Good Standing"
"660411020002","Good Standing"
"660411020003","Good Standing"
"660411020004","Good Standing"
"660412020000","Good Standing"
"660412020001","Good Standing"
"660412020002","Good Standing"
"660412020003","Good Standing"
"660412020004","Good Standing"
"660501060000","Good Standing"
"660501060002","Good Standing"
"660501060003","Good Standing"
"660501060004","Good Standing"
"660501060005","Good Standing"
"660501060008","Good Standing"
"660501060009","Good Standing"
"660701030000","Good Standing"
"660701030001","Good Standing"
"660701030002","Good Standing"
"660701030003","Good Standing"
"660701030004","Good Standing"
"660701030005","Good Standing"
"660701030006","Good Standing"
"660801060000","Good Standing"
"660801060003","Good Standing"
"660801060005","Good Standing"
"660801060006","Good Standing"
"660801060007","Good Standing"
"660802040000","Good Standing"
"660802040001","Good Standing"
"660803020000","Good Standing"
"660803020001","Good Standing"
"660803020002","Good Standing"
"660803020003","Good Standing"
"660803020004","Good Standing"
"660804020000","Good Standing"
"660804020002","Good Standing"
"660804020003","Good Standing"
"660805030000","Good Standing"
"660805030001","Good Standing"
"660805030003","Good Standing"
"660805030004","Good Standing"
"660805030005","Good Standing"
"660806020000","Good Standing"
"660806020001","Good Standing"
"660809030000","Good Standing"
"660809030002","Good Standing"
"660809030003","Good Standing"
"660809030004","Good Standing"
"660900010000","Target District"
"660900010001","Good Standing"
"660900010002","Good Standing"
"660900010004","Good Standing"
"660900010005","Good Standing"
"660900010006","Good Standing"
"660900010007","Good Standing"
"660900010008","Good Standing"
"660900010009","Good Standing"
"660900010010","Good Standing"
"660900010011","Good Standing"
"660900010013","Targeted Support and Improvement"
"660900010014","Good Standing"
"660900010023","Good Standing"
"660900010026","Good Standing"
"660900010027","Good Standing"
"660900861000","Good Standing"
"661004060000","Good Standing"
"661004060001","Good Standing"
"661004060002","Good Standing"
"661004060003","Good Standing"
"661004060004","Good Standing"
"661004060005","Good Standing"
"661004060006","Good Standing"
"661100010000","Target District"
"661100010001","Good Standing"
"661100010002","Good Standing"
"661100010003","Good Standing"
"661100010004","Good Standing"
"661100010008","Good Standing"
"661100010009","Good Standing"
"661100010011","Good Standing"
"661100010013","Targeted Support and Improvement"
"661100010014","Good Standing"
"661100010016","Good Standing"
"661201060000","Good Standing"
"661201060002","Good Standing"
"661201060005","Good Standing"
"661201060006","Good Standing"
"661201060007","Good Standing"
"661301040000","Good Standing"
"661301040002","Good Standing"
"661301040003","Good Standing"
